ClientID,FirmSize,Industry,ContractTenureMonths,ProjectsCompleted,AverageProjectValue,SupportTickets,ClientSatisfactionScore,LastInteractionDays,MonthlyRecurringRevenue,Churn
a55f6fd3-0fc9-4831-80cd-57856f84229d,Enterprise (>1000),Finance,7,22,72124.46,0,4,349,6460.39,0
807e3cb2-5858-4b35-8a9b-3efad4e0cffd,Large (250+),Finance,60,20,11523.23,23,1,262,6894.25,0
1ef119f6-58c5-43c1-a9e7-f07ea33b7e01,Large (250+),Manufacturing,57,20,42588.41,17,1,20,7581.62,0
e264b216-ddb2-4eac-9fa1-962773c2fff4,Enterprise (>1000),Manufacturing,58,48,58436.95,3,5,130,10999.3,0
daecabc6-6b74-42b7-9160-a7a17877c754,Large (250+),Tech,21,33,19514.48,19,4,175,9966.6,0
b76bc7d1-578b-41e0-8030-b57fcdfbb5c9,Large (250+),Finance,22,34,43744.31,8,4,352,14589.56,1
850ea7f8-69ad-4e68-81bd-81b4bc81c633,Enterprise (>1000),Retail,8,11,82941.4,15,1,40,4063.58,0
723513cc-b380-4681-9488-2223fd22257c,Enterprise (>1000),Retail,29,23,56174.26,4,5,336,19597.8,0
2e689597-1359-443f-8a5f-a68da219ecaf,Large (250+),Tech,20,43,17458.21,9,1,118,17345.13,0
d0ee6553-b676-4d6a-9db9-aab3d587827b,Small (<50),Finance,30,27,27985.12,20,4,5,5779.7,0
d95402f2-7ea3-4a59-90be-af58cd88ca10,Medium (50-250),Retail,13,3,49128.01,7,4,347,17639.56,0
27340bde-dd6c-4a60-93f6-d23dc4c91c9d,Large (250+),Manufacturing,59,41,64446.02,12,1,22,7662.99,0
a77757de-6dbf-433f-8af5-cbb7c5f90eff,Small (<50),Healthcare,30,31,50574.0,12,4,105,2251.61,0
169ea645-fcff-4571-9a35-3e380325a5d1,Medium (50-250),Tech,63,35,9592.91,11,2,341,7017.68,1
b19b9b31-3f76-4b9c-a8bc-5041bf12ebad,Large (250+),Healthcare,29,17,19215.02,16,1,69,5073.5,0
10e69927-88d5-4af5-a908-45ead73dfc47,Enterprise (>1000),Healthcare,59,40,18546.55,7,3,318,19023.95,0
3348cacc-e551-46ac-86c4-001079203824,Medium (50-250),Retail,51,23,83934.03,12,4,195,14343.46,0
648111d0-6ba8-41d3-904e-2afebd8dcf47,Small (<50),Tech,15,48,73011.82,23,4,266,19377.85,1
73a86ee8-86aa-4056-b8bf-4b20a9df542a,Large (250+),Healthcare,67,8,98035.15,4,1,38,15735.04,0
2e3c4bd8-b95b-4fc4-acfc-b0d85b042098,Enterprise (>1000),Manufacturing,29,14,17427.56,23,3,278,5311.77,1
ddea3273-0cc4-4f52-b747-ad136b985c15,Small (<50),Tech,19,39,35300.41,10,1,21,6603.56,0
d9b602e7-3c1c-4feb-81e6-ccf738424daa,Medium (50-250),Finance,68,7,18622.22,18,4,53,8603.35,0
e06d9e40-2c48-4b85-9a51-11d2e7292e76,Large (250+),Healthcare,63,38,77526.33,15,4,50,1115.58,0
2316bde2-cb23-4646-a708-83fe509073d1,Large (250+),Tech,52,11,36686.87,14,1,65,4109.32,0
62d1b3dc-9477-4efc-9787-588580e8ee83,Large (250+),Tech,32,41,13235.32,4,2,157,11295.62,0
8734bcbd-dc97-44ee-953a-fd5ad627c9ee,Large (250+),Retail,24,4,87642.22,6,3,105,14917.03,0
6814fde9-35c9-47be-8c95-f38a7ccdd4dd,Small (<50),Tech,16,29,58357.83,23,5,243,5415.89,0
991301fb-9373-440a-9741-316ba254bd3f,Enterprise (>1000),Manufacturing,7,46,67879.85,11,5,293,3524.76,0
e36bceef-456e-4cb3-ba56-778825c21548,Medium (50-250),Tech,20,18,99221.25,17,1,21,12536.69,0
584ee402-9df1-497b-9d4e-4e48bb592bb5,Small (<50),Tech,1,17,8650.65,24,1,331,1626.03,1
421abc8e-6b97-4c82-876f-0d90f8ffbb5a,Enterprise (>1000),Manufacturing,51,45,59535.01,22,4,311,1727.54,0
a912dbe5-c6be-4299-b49b-0303d9786532,Medium (50-250),Manufacturing,69,38,82555.86,3,4,0,1495.42,0
fff33e92-d492-466f-91fb-bf1a2f4d4c9c,Small (<50),Healthcare,48,40,97719.06,10,3,4,14650.8,0
9786132d-fb07-49cd-bdc8-cde875107162,Large (250+),Finance,40,1,34240.76,16,2,154,16435.45,0
1fd45d51-27da-45aa-a435-b33cef434991,Large (250+),Tech,20,43,10609.83,3,1,318,19282.25,0
b09ddba3-36b8-4990-8d21-b87b2d7c269e,Large (250+),Manufacturing,44,33,58665.28,11,2,148,15857.6,0
b297f409-87ce-4170-b278-830333e97300,Small (<50),Finance,38,8,43814.98,23,4,339,18650.26,1
220852fc-5ec8-4660-a036-52246660ee65,Enterprise (>1000),Healthcare,58,9,28460.73,14,3,99,18961.68,0
cccec1f7-8dce-4df3-b78b-8f217d6464bb,Large (250+),Retail,57,23,43792.7,10,2,260,12886.69,1
d42941e1-5205-4e70-930c-7e4d7c6f2420,Small (<50),Healthcare,8,27,34655.67,6,2,241,7269.12,1
0e3e0c57-d0bd-41ff-9c33-42546853ec85,Large (250+),Finance,71,5,65585.3,17,5,196,17731.83,0
d9d84cda-9316-43c0-a214-22254f43be7d,Small (<50),Retail,44,9,24343.23,4,1,32,15463.66,0
3995c3d0-4662-49fc-8ee3-3d9b17320b11,Small (<50),Manufacturing,35,41,13006.19,7,1,16,13264.1,0
c6e44c0c-1c4d-4f4c-bdcd-949272a4c5d3,Medium (50-250),Finance,6,0,30118.34,8,2,163,14391.3,0
30212b0f-522c-41b8-9473-599c0eb5bb0e,Large (250+),Tech,8,2,53833.45,0,1,207,7737.7,0
7a825168-1114-40d2-ab87-09b276795c2f,Large (250+),Manufacturing,39,14,18652.59,15,3,134,3237.32,0
f6c0c01d-6cc3-478f-9580-cf2cc734ef3b,Large (250+),Finance,70,5,93131.71,19,5,355,12718.33,0
eebaf29c-1527-4fac-8697-5e1a9544ada0,Large (250+),Manufacturing,42,13,34433.39,2,1,353,2976.36,1
38f0513e-4c6b-4066-aba7-33b76cb61a3b,Medium (50-250),Finance,4,2,82267.96,16,1,284,16061.51,1
3be8ded8-0220-4f10-b02a-27737f847c3d,Enterprise (>1000),Finance,27,14,28240.1,13,5,317,18802.28,0
6cf11b8a-ac7a-46d2-b8ee-87498879d4e7,Enterprise (>1000),Tech,62,48,25472.59,22,4,351,19925.33,0
7ab3914d-bdb3-4799-9a68-fe60352e100b,Large (250+),Finance,65,24,13098.6,15,2,109,2293.29,0
3dde4b90-55a0-4e8b-aac7-49aed1339aaa,Small (<50),Finance,38,47,95080.7,8,2,13,5722.88,0
b48350fd-3d9d-4e2a-9be1-6c47fb008713,Large (250+),Retail,52,23,49403.78,5,3,172,10550.85,0
0c1484f9-ff4c-4452-aa1c-58fa4bf42d4b,Large (250+),Retail,24,25,68725.47,7,1,128,16052.9,0
b9354697-3be7-4681-b6b4-9716b64a57aa,Small (<50),Retail,13,33,7044.71,5,4,316,12351.83,0
cb02ec9e-3b3c-4ab4-a769-0d8269c811f8,Large (250+),Finance,20,48,90409.39,12,4,89,13255.1,0
9c62bf82-b4aa-4cd0-9521-d0d60cab90dc,Enterprise (>1000),Manufacturing,16,15,7768.46,22,5,199,6480.63,0
2a2d3861-f580-4a4b-a714-7963310718ee,Small (<50),Healthcare,58,26,84608.08,8,3,201,11759.36,0
1d50be01-93b6-46f3-a168-ed208e7bfc8e,Large (250+),Retail,51,40,41754.48,0,2,318,4903.87,0
41d48796-64e8-4073-ba41-107bb834322e,Enterprise (>1000),Retail,42,20,62348.58,24,5,37,7150.47,0
64783d73-f5e2-4f9d-9423-63e43eeb1e89,Medium (50-250),Tech,66,37,57257.45,9,5,145,7473.55,0
6779c101-4362-4b87-a958-2d2660122c74,Large (250+),Retail,38,23,31067.35,24,2,164,11546.45,0
19f3c75f-3c94-494b-b687-b1937be6fb3d,Large (250+),Retail,48,41,29690.1,16,5,356,12020.57,1
5719d984-f554-4e4a-962a-c291ce537000,Medium (50-250),Tech,12,12,13028.78,1,4,359,11264.6,0
e3c3ea3b-c008-4f50-a937-96ca4d71e12e,Medium (50-250),Finance,22,32,97025.42,11,2,35,3791.82,0
79a6b76d-dd06-46df-8542-557454c82a33,Medium (50-250),Healthcare,4,29,64289.58,15,5,242,5627.29,0
301a2398-8084-4665-89cf-fb608c5b682b,Enterprise (>1000),Retail,3,29,41271.72,14,5,237,15224.04,0
9eac35a8-d5cb-41a8-84c6-b5edf8df84e1,Small (<50),Retail,23,18,9501.19,0,4,43,4099.7,0
e8d80d26-5664-4ecf-a666-b7f7cd5e8f5e,Enterprise (>1000),Retail,3,45,66544.92,0,4,129,17235.43,0
9ab54d3c-fdde-4f33-aa1b-fa8e57c959cb,Small (<50),Retail,14,18,74967.09,16,3,5,16320.73,0
0d35d9e9-b7f2-40d5-8c58-68dc0e8449f6,Medium (50-250),Manufacturing,54,11,51220.46,23,4,190,4806.15,0
846686ff-813b-48db-8ec9-e6bca38dd00b,Medium (50-250),Manufacturing,56,17,57041.02,8,1,9,15458.18,0
a40c087c-722f-4d76-98f5-c6096971f6d1,Enterprise (>1000),Tech,46,8,88546.22,16,1,221,18309.26,1
99a8c2a8-79c5-4a6a-8a2e-21cdf460ca8f,Enterprise (>1000),Healthcare,10,17,24846.62,0,1,50,6188.7,0
96714251-d4c3-4af8-b7ac-c915af62ad19,Large (250+),Manufacturing,70,10,51467.66,4,5,32,7620.0,0
bef00e02-748d-4585-bd03-62fa040b210a,Enterprise (>1000),Retail,16,5,10967.6,11,4,92,9354.22,0
591e5107-f324-4453-8e99-2042ed6e6624,Enterprise (>1000),Finance,15,44,56668.72,9,4,163,18641.17,0
69f1f4e5-b7b6-4d44-a3ff-35aba990167e,Medium (50-250),Manufacturing,69,21,73550.6,7,4,296,7886.2,0
3c692cb6-4fdb-45b6-9653-caf8ba284bfd,Enterprise (>1000),Healthcare,24,41,56202.11,9,2,40,7483.25,0
18d6dcb3-d7b0-4ace-b19e-9bdc71ad9969,Enterprise (>1000),Healthcare,67,44,14724.06,11,3,111,16356.79,0
03a16621-88e9-46fa-8b4b-d2606d1310d6,Enterprise (>1000),Manufacturing,59,38,89717.89,8,5,211,16685.81,0
60b01bf2-310a-410d-b511-eebe2030ec5a,Medium (50-250),Retail,42,32,78414.77,10,1,246,19993.35,0
da554abc-cdde-4295-b7a6-2c96f61736a4,Medium (50-250),Finance,35,21,26069.82,17,5,36,19127.22,0
6d26062d-bccd-4ce1-bba6-549b8195eb25,Enterprise (>1000),Manufacturing,7,31,10461.88,10,1,151,7542.77,0
abf904a1-06c5-412c-b677-ae59ad7177b3,Enterprise (>1000),Tech,37,6,23702.81,7,3,169,2525.85,0
20e75ce0-2f3b-4571-8d3b-79bf08f726ec,Medium (50-250),Retail,60,15,39023.57,17,2,218,7253.62,0
7db214fa-373e-4680-b7db-a068b685c2ad,Small (<50),Manufacturing,69,2,82479.78,17,5,149,16752.93,0
4bdf1395-4d8d-4ae4-a298-34fca6b7e33d,Small (<50),Healthcare,11,5,34195.14,4,3,15,13912.13,0
b78c7f50-666d-4566-88cb-631820e8e291,Small (<50),Finance,17,47,72856.7,21,4,294,15962.81,0
ec0e52e4-0b9e-449a-b741-e3c19df816d4,Large (250+),Finance,52,17,21585.61,5,3,3,13240.56,0
3fd7ca8b-d8ea-4e07-bb49-b9f7fa33e041,Medium (50-250),Manufacturing,63,36,12687.68,3,2,325,11234.58,0
fec09bda-87ba-42b9-a077-e3a088adbdfe,Large (250+),Tech,37,19,79460.25,19,4,303,8985.16,0
